ID,Kichwa,Spanish,sentimientos
2537,kipa,"despues, acontinuacion, seguidamente",0.011133627
2538,kishpichina,"perdonar, disculpar, liberar",0.154457528
2539,kishpirina,"salvarse, liberarse",0.197651122
2540,kitilli,Parroquia,0.925416935
2541,kiwina,Liciar. Tocer,0.541333261
2542,kuchu,ángulo,0.908342347
2543,kunan,"ahora, hoy, actual",0.53641655
2544,kunuk,"caliente, abrigado",0.192664023
2545,kupa,basura,0.062315215
2546,kushpana,"saltar, brincar",0.605075123
2547,kuska,"puesto, lugar, dirrrecion, sitio",0.696797368
2548,kutipana,contestar,0.179042644
2549,lapuna,doblar,0.121140912
2550,llakina,"s ufrir, lamentar, apenar,tener pena",0.552272303
2551,llakirina,"entristecerse, afligirse, tener pena",0.849804455
2552,llaki,"dolor, sufrimiento, pena, amargura",0.163872304
2553,llaktana,regresar al lugar de origen,0.730856516
2554,llantu,sombra,0.813616612
2555,llankana,"tocar, manosear, palpar",0.707292469
2556,llampu,"totalidad, todos",0.589030582
2557,llashak,pesado,0.124230107
2558,llatan,Desnudo ,0.39244549
2559,llawana, lamer,0.541333261
2560,makiwatana,"pulsera, manillas",0.027664921
2561,manachu,"no es cierto, es verdad",0.113570648
2562,manarak,Todavía no,0.170569481
2563,manchachina,"espantar, asustar, hacer tener miedo",0.105068193
2564,manchanayana,"miedo, espanto, susto",0.171236925
2565,mañana,"Pedir, solicitar, pedir prestado",0.498806681
2566,may,"muy, mucho, exageración",0.933933127
2567,mirachina,"Multiplicar, acrecentar",0.541333261
2568,mishana,"Competir, ganar",0.179432261
2569,ninanta,"Rapidísimo, veloz",0.931972013
2570,ñaka,antes,0.541333261
2571,ñakalla,"recién, hace poko",0.501709948
2572,ñawpa,"antiguo, remoto, adelnate",0.174649592
2573,ñalla,"Casi, ya mismo, enseguida",0.770576646
2574,ñan,"camino, sendero, via",0.650089376
2575,pacha,"mundo, espacio, naturaleza, ecosistema",0.984191828
2576,pakana,"ocultar, esconder",0.125754784
2577,pachamama,"naturaleza, hábitat, medio ambiente",0.910371689
2578,paktachina,"igualar, completar",0.783195439
2579,paktalla,Mediano,0.753228212
2580,paktamuna,llegar,0.694729402
2581,paktana,Alcanzar,0.541333261
2582,pallana,"cosechar, recoger granos",0.388350239
2583,pankalla,"agil, veloz, liviano",0.957489044
2584,pantay,"Error, equivocación, confusión",0.176482374
2585,pantana,"Errar, equivocar, confundir",0.283524471
2586,panpa,"suelo, llanura, valle",0.894832331
2587,pampana,"enterrar, inhumar",0.312049316
2588,pichana,"barrer, limpiar",0.148885204
2589,pinkay,"Vergüenza, rubor, recelo",0.155510808
2590,pinkana,"avergonzarse, ruborizarse",0.130377061
2591,pinkulllu,flauta ,0.207527699
2592,pillpintu,Mariposa,0.641152229
2593,piñarina," Enojarse, encapricharse",0.139592065
2594,pirka,"pared, muro",0.221791047
2595,pishi,poko escaso,0.541333261
2596,puchu,"Sobra, resto",0.780673098
2597,puchukay,ultimo,0.524374592
2598,pukuna,bodoquera,0.541333261
2599,pukuna,s oplar,0.541333261
2600,pukyu,"vertiente, pozo, manantial",0.041327225
2601,punkina,"hincharse, inflamarse",0.014254149
2602,pullu,Tronco seco,0.360898101
2603,punchantin,"diariamente, a diario",0.640280867
2604,pushana,"guiar, dirigir, conducir",0.258788261
2605,purina,"Caminar, andar",0.971628026
2606,pusku,"espuma, fermento, levadura",0.41906224
2607,puskuyana,"Agriarse, hacerse agrio",0.386453107
2608,pushak,"Presidente, líder, gobernante",0.288847026
2609,puyu,"Nube, niebla, neblina",0.95021874
2610,rantina,"Comprar, intercambiar",0.557752259
2611,rakina,"distribuir, dividir",0.669453674
2612,rimanakuna,dialogar,0.428535352
2613,richak,"idéntico, igual, semejanza",0.476859571
2614,rimana,"Hablar, conversar",0.583709171
2615,rimay,"palabra, expresión",0.592425731
2616,rikcharina,despertarse,0.32832779
2617,riksina,conocer,0.952360652
2618,rikuchina,"mostrar, indicar, señalar",0.285693152
2619,rikurina," 	asomarse, aparecerse, presentarse",0.049480418
2620,rikuna,"Ver, mirar,observar",0.855922979
2621,rumiyana,petrificarse,0.541333261
2622,rurana,"hacer, realizar, trabajar",0.501709948
2623,sakina,"dejar, abandonar",0.585729408
2624,samarin,"calmarse, cesarse",0.541333261
2625,samay,"respiración, aire, aliento",0.795104697
2626,samii,"Clase, variedad",0.878411079
2627,sampa,"débil, suave, peresozo, cobarde",0.392460694
2628,sampayana,"Cansarse, fatigarse, agotarse",0.894302917
2629,sarun,"pasado, antes, hace tiempo",0.657787057
2630,sasi,"Ayuno, dieta",0.3643116
2631,sikana,"montar, subir, ascender",0.909477934
2632,sawarina,"casarse, contraer matrimonio",0.128211532
2633,sayri," 	Tabaco, cigarrilo",0.063501688
2634,shinchi,"duro, fuerte, robusto",0.421698268
2635,sirik,"kaspi  	Línea horizontal",0.294496503
2636,sisa,"pacha  	primavera",0.94785014
2637,sipina,"ajustar, estrangular, ahorcar",0.082630307
2638,sipu,arruga,0.10642984
2639,supay,"Espíritu, ser mitico",0.913549381
2640,surkuna,Sacar,0.724539185
2641,suyu,región,0.80450387
2642,suni,"Largo, extenso",0.928628109
2643,shayak,Vertical,0.541333261
2644,shayarina,"detenerse, pararse",0.961644487
2645,shamuk,"Futuro, venidero, lo que vendrá",0.564340949
2646,shimi,"chinkachina	Delirar",0.962048781
2647,shimiyuk,"kamu	diccionario",0.351208626
2648,shilinkuk,travieso,0.541333261
2649,shilinkuna,fastidiar,0.030552342
2650,shinallatak,Pero,0.56903703
2651,shimi,"Idioma, lengua articulado",0.066678394
2652,shinami,por supuesto,0.562151616
2653,shinapash,"Pero, de todas maneras",0.480469723
2654,shinayka,por su puesto,0.447104965
2655,shukarina,Atrancar,0.541333261
2656,shuklla,único,0.725751658
2657,shuturina,"filtrar, gotear, ",0.181071445
2658,shutuna,chorrear mojarse,0.346455387
2659,shuyana,"Esperar, aguardar",0.446156607
2660,shuyu,"Dibujo, cuadro",0.092342915
2661,takana,"machacar, pedacear, martillar",0.015038536
2662,takarina,"rozarse, golpearse",0.016156587
2663,taki,canción,0.541333261
2664,takina,Entonar,0.089251595
2665,tantachiy,"Agrupación, unión",0.541333261
2666,tantanakuy,"reunión, asamblea, congreso",0.88058314
2667,tantana,"recolectar, juntar",0.228835772
2668,tapuna,"preguntar, averiguar",0.558140217
2669,tapia,mal augurio,0.180387053
2670,taripay,examen,0.07108797
2671,tarina,"encontrar, hallar",0.811868907
2672,tawka,"algunos, bastante",0.758470465
2673,tikrachina,"contestar, responder",0.190753735
2674,tikramuna,"retornar, regresar",0.595200583
2675,tinkina,"apegar, unir, juntar",0.021992284
2676,tiyana,"haber, existir, estar",0.471799514
2677,tiyarina,"sentarse, tomar asiento",0.703575638
2678,tukuchina,"terminar, acabar, finalizar",0.433447529
2679,tukuri,culminación,0.541333261
2680,tukurishka,"concluido, terminado, finalizado",0.233564527
2681,tuksina,"clavar, punzar",0.047779873
2682,tukurina,"terminarse, acabarse",0.541333261
2683,tukuy,"todo, todos, entero",0.777645611
2684,tukuna,"volverse, transformarse, convertirse",0.748111407
2685,tukuymashna,absolutamente todo,0.853608676
2686,tullpu,"color, tintura, pintura",0.088953919
2687,tularina,derrumbarse,0.899174261
2688,tulu,"saquillo, bolso",0.331951734
2689,tunkuri,"garganta, esófago",0.026241993
2690,tutamanta,"la madrugada, la mañana",0.44992224
2691,tsala,"flaco, delgado, desnutrido, palido",0.015541929
2692,tsunkana,"chupar,absorver, succionar",0.003996491
2693,uku,"interior, debajo de",0.820992463
2694,unay,hace mucho tiempo,0.763521296
2695,unayana,"demorarse, tardarse",0.06521071
2696,unaylla,hace un momento,0.570193914
2697,umana,"engñar, embobar",0.069663856
2698,upallana,callarse,0.234067369
2699,upayana,"enmudecerse, embobarse",0.541333261
2700,urmarina,"decaerse, marchitarse",0.93017211
2701,upyanayana,"tener sed, tener ganas o deseo de beber",0.76546976
2702,ushu,purina,0.257295917
2703,usyay,"pacha	verano",0.817147055
2704,utipana,"poder, ser capaz",0.554610579
2705,ukta,"rápido, pronto, breve",0.802191987
2706,uktana,"apurar, acelerar, hacer con rapidez",0.867546545
2707,uyana,"oir, escuchar, atender",0.434288576
2708,wakarina,oxidarse,0.051169928
2709,wakaychina,"guardar, ahorrar, conservar",0.498442254
2710,wakin,"algún, alguno, alguno",0.676094382
2711,wakllichina,"violar, hacer daño, deteriorar, dañar",0.016741514
2712,wampuna,"navegar, nadar, flotar",0.423108432
2713,wamra,"adolescente, muchacho",0.439177347
2714,wankuna,"atar, amarrar, liar",0.169120133
2715,wantuk,floripondio,0.541333261
2716,wanu,abono,0.349011504
2717,waranka,mil,0.347548686
2718,wañurina,"enojarse, morirse de iras",0.166854066
2719,wawa,"mama	placenta",0.032414568
2720,wawa,"muyu	feto",0.640787723
2721,wawa,"tiyana	utero",0.065468274
2722,wayra,"pacha	otoño",0.86025466
2723,wayrana,contraer “el mal aire,0.098850181
2724,wayku,"quebrada, barranco",0.849923388
2725,wayna,joven,0.571546278
2726,wichayyana,"subir, ascender",0.909477934
2727,willak,informante,0.541333261
2728,willana,"avisar, informar, declarar",0.079925431
2729,wiki,lagrima,0.541333261
2730,wiñachik,adoptivo,0.541333261
2731,wiñachishka,adoptado,0.541333261
2732,wiñana,"crecer, desarrollarse",0.528330265
2733,wiñay,siempre,0.804826818
2734,wipala,bandera,0.672208704
2735,wishina,coger liquidos o granos,0.433188326
2736,wiwana,"domesticar, amansar",0.541333261
2737,yachay,"sabiduría, inteligencia, juicio, razonamiento",0.239492311
2738,yachachikuy,educación,0.159103787
2739,yachak,sabio,0.541333261
2740,yachakuna,"estudiar, aprender",0.340672135
2741,yachana," 	saber",0.39103484
2742,yakuyachina,"desleir, disolver, diluir",0.199199218
2743,yankamanta,"de valde, en vano, sin motivo",0.008866191
2744,yalli,"demasiado, demás, en exceso",0.351505195
2745,yapa,"demasiado, mucho, muy",0.642900277
2746,yanapana,"ayudar, auxilliar, socorrer",0.465649031
2747,yanapay,"auxilio, cooperación",0.10862799
2748,yapachina,"ganar, ganara dinero",0.037941568
2749,yapana,"aumentar, agregar",0.490602796
2750,yaykuna,entrar,0.618883961
2751,yupana,"contar, enumerar",0.589721397
2752,yupaychana,agradecer,0.541333261
2753,yuyarina,"acordarse, recordar",0.77005374
2754,yuyay,"pensamiento, idea, memoria",0.412457711
2755,yuyana,pensar,0.399389822
2756,yuyaychinkana,perder el conocimiento,0.472621601
2757,yuyayuk,pensante,0.335992236
2758,yuyak,adulto pensante,0.497568713
